,texts,targets
1851,ter ansiedade e tentar fazer dieta não tá me ajudando em NADA,0
6528,"Agora é fácil querer colocar a Gizelly como o monstro da situação. A menina tá com uma “amiga” cobra do lado dela, o cara que ela tá afim trata ela que nem lixo. Tem crise de ansiedade e o povo só zomba da situação. Cadê a empatia meu povo? #BBB2O",2
9452,@GeloKase @Tinhooo5 @MoonKase apaga por favor eu tenho depressão ansiedade sindrome do pânico esquizofrenia poliomelite dengue covid bipolaridade falência renal cárie dental câncer de mama abstinência microcefalia sífilis aids tétano diabete epatite a epatite b hanseníase hpv hiv anemia câncer de próstata,3
11811,A minha ansiedade já me causou ataque de pânico e vai me causar em um suicídio logo logo...,4
2015,"To sentindo a ansiedade a mil, até ela passar vou comer que nem passarinho pq tá foda. To passando mal",0
10983,"@vaneperola Amiga, mas vc é toda blogueira, aproveita isso e constrói conteúdo sobre a sua área pra tenta ajuda o povo nessa quarentena, tá cheio de gente com crise de ansiedade e depressão trancada em casa né",3
6278,"4 horas da manhã e tendo uma crise de ansiedade, dormi mal demais",2
13559,"+ E os fãs ao invés de apoia-los ou protege-los dessas coisas, apenas julgam a Camila falando coisas terríveis que acabam com a autoestima da pessoa, podendo causar ansiedade, disforia, depressão e até mesmo o suicídio +",4
9451,"Eu quero expor as minhas dores, crises de ansiedade e Depressão em uma #thread  (a psicóloga disse que é bom falar, se abrir)  Vocês vão acompanhar ?",3
11844,"depressão não tem idade. ataque de pânico não é falta de Deus. ansiedade não é brincadeira.  baixa autoestima não é só relacionado a aparência. tentativa de suicídio não é para chamar atenção. Se você não sente, não opine, não julgue, não brinque!",4
12389,"@the_lucasp @potyguarabardo Engraçado, vc resumiu o q sinto tendo ansiedade e depressão, doente, solitária e q não tenho ninguém na vida kk essas fgras públicas me ajudam qndo demonstram sua luz qndo falam o nome de Deus. Eu já até tentei suicídio por sentir isso q vc descreveu q eu sou na sua visão",4
5259,comecei a fazer yoga pois minha psicologa recomendou pra ajudar nos meus problemas de ansiedade  realmente é gostoso mas tem umas posições que nossa senhora me sobe um nervoso fico travada ai dói tudo e perco o resto das coisa  façam yoga !,1
12733,"@renato_rovai @cynaramenezes E outra, um suicida não está ao controle de si mesmo. Poderia ser uma carta de qualquer teor, não se pode publicar. Em mim gerou ansiedade por conta de dois pontos: o suicídio em si por causa da desesperança e a própria publicação, que foi antiética, sim.",4
1988,"já não basta meus conflitos internos, ainda tenho que lidar com certas coisas que estão gatilhando pra caralho a minha ansiedade.",0
1508,"@tajeribeiro Ler vários é de boa, mas minha ansiedade de acabar atrapalha",0
8503,"As vezes eu queria nunca ter conhecido o meu pai de verdade, talvez hoje eu não teria depressão e nem crises de ansiedade",3
1171,"Minha família me deixa com coração saindo quase pela boca, que ansiedade",0
11357,"N deixem pra falar sobre suicídio apenas no setembro!Depressão e ansiedade estão presentes nos 365 dias do ano, ao seu redor e vc n percebe. Nem todos q sofrem disso ficam compartilhando os sentimentos, entendam! Se seu amigo disse q n tá td bem, procurem saber o q estão sentindo",4
10167,vem depressão ansiedade insônia toc tudo que tiver nesse meu cérebro fudido mato tudo no peito enquanto do risada de uma piada de corno,3
5225,"3. Ter feito terapia e, mesmo que em pouco tempo, ter aprendido a lidar melhor com a minha ansiedade e medos. Isso graças a ajuda do @alealier que se aproximou do nada e ganhou um espaço enorme no meu coração.",1
221,"olá, ansiedade",0
9256,"namoral mesmo, vou marcar o psicólogo amanha sem falta   nao aguento mais essa porra de ansiedade e depressão quero enfiar um rojão no cu dessas duas   boa noite",3
11303,Depressão não tem idade.  Ataque de pânico não é falta de Deus.  Ansiedade não é brincadeira.  Baixa autoestima não é só relacionado a aparência.  Tentativa de suicídio não é para chamar atenção.,4
12167,"se minha ansiedade se misturar com essa doença, dá menos de um mês e vai aparecer que eu cometi suicídio",4
340,@_scostab É ansiedade,0
1622,To emocionadissima ai q ansiedade,0
568,A Dara que tá indo ganhar o bebê e eu que tô morrendo de ansiedade,0
10272,O desespero a me controlar  A ansiedade a atacar  O pânico a me tomar  A depressão a se instalar Aonde vamos parar?,3
7979,Sim tive uma puta crise de ansiedade no bar que chegaram me carregar no colo,2
3824,Desde que comecei a fazer terapia minha única ansiedade é pra chegar o dia da terapia,1
1108,a missão de hoje é dormir com essa ansiedade absurda pro jogo,0
163,"Eu sou muito pilhado e esse ano, onde ninguém ta viajando e ninguém tá se vendo direito, desenvolvi ansiedade.  Esse ano tive duas crises.",0
3972,"Hoje a psicóloga me disse: ""Você não acha que seria bom se você tivesse um namorado não? Diminuiria sua ansiedade"" A minha ansiedade é por causa de enem, vestibular, etc. Não por causa de macho",1
4017,"se vcs nao entendem como ansiedade e o tratamento funciona cala a porra da boca e respeita a haseul e o tempo que &gt;&gt; ela &lt;&lt; decidiu tirar,",1
5153,"engraçado que eu fui diagnosticada com ansiedade social, meu psiquiatra quer que eu comece a tomar remédio pra isso, mas minha mãe insiste em querer que eu saia de casa mesmo quando eu já falei que não me sinto confortável",1
13683,"@m_ellenzita amg em nove anos de grupo ela recebeu hate e fizeram bullying com ela desde o começo, ela desenvolveu ansiedade e tentou suicídio por conta dos comentários que recebia, eu to mega triste mas só quero que ela melhore mesmo que seja fora do grupo",4
3486,"a ansiedade veio pq esse mês vou tirar o siso, e voltar na psicóloga  mês que vem vou tirar FINALMENTE a parte de baixo do aparelho e enfim estarei LIVRE",1
6304,"nao vou ter historia nenhuma pra contar pra ninguem a nao ser das minhas crises de ansiedade e minha bulimia, mas segue o baile",2
4420,"Hoje é o dia da planta mais criminalizada do país e ainda com grande tabu no mundo todo. A mesma também possui grandes benefícios no uso medicinal, no tratamento de insônia, ansiedade e depressão. Maconha 💚",1
7095,de todas as crises de ansiedade q já tive ontem eu pensei REAL que ia morrer,2
9440,Eu brinco cm minha depressão e ansiedade mas vcs n podem,3
1458,Aquele momento que a ansiedade vai num pico tão alto que eu tô com sensação de desmaio no falatório da minha casa. 🆘,0
10289,"@magalzaoshow sou livre pra ter depressao e ansiedade, seu babaca!",3
4895,@illynaoesta Ansiedade tem muito a ver também. Terapia e acompanhamento ortodôntico com uso de placas miorrelaxantes ajudam muitoooo no processo.,1
984,Essa ansiedade não vai acabar nunca ?,0
4238,"eu: hj vai ser um dia bom, mesmo tendo mta coisa pra fazer. | o universo e minha ansiedade: qq vc falou?                                             enfim, algm me da dica pra convencer algm q n acredita em ansiedade e em terapia começar a acreditar nelas?",1
2744,É terça feira e a ansiedade ja vem chegando de mansinho,0
3635,@ufeitan a psicóloga disse que pode incentivar minha ansiedade a ficar mais forteKKKKKKKKK,1
511,Não consigo dormir com tanta ansiedade,0
1404,Estou cheia de hematomas pelo corpo por conta da ansiedade 😭😭,0
12,livinho se isso for marketing vc me paga pq minha ansiedade ta foda mas se não for que Deus te proteja pq que aflição desses vídeos:(,0
752,"Perguntaram a Buda: O que você ganhou com a meditação? Ele respondeu: Nada. Mas deixe-me dizer o que perdi: Ansiedade, raiva, depressão, insegurança, medo da velhice e da morte.",0
3216,@goIdensoty ai amg fui numa psicologa nova hoje e a muie parecia o bolsonaro da psicologia n tinha a menor sensibilidade tava basicamente falando “eh so n ter ansiedade” kkkk,1
5675,entrar em pânico pq o remédio pra ansiedade não tá fazendo efeito ????????,2
9545,"as vezes eu penso em contar mais sobre minha experiência com psiquiatra, psicóloga, todo tratamento pra depressão e ansiedade pra tentar ajudar as pessoas aqui... mas sei que ngm nem ia ler kkkkkk",3
10585,Ceis tão ligado que existe uma linha tênue entre ansiedade e depressão né?,3
3752,"Eu falando com meu psiquiatra no whats hj Ele: Preciso ver umas coisas contigo mas na consulta a gente conversa  MAS VC NÃO SABE QUE EU TENHO ANSIEDADE, NÃO??",1
458,trabalhar com aquarela ouvindo musica diminui 50% da minha ansiedade,0
8180,aí não aguento mais ter crise de ansiedade,2
6940,E no meio da crise de ansiedade eu escuto Ludmilla que invlusive está de parabéns com “A boba foi eu” em versão de pagode,2
3163,essa semana fui na psicóloga psiquiatra tomando 100mg de sertralina + estabilizador de humor e mesmo assim se eu paro um minuto a ansiedade o desespero e a vontade de chorar vem,1
11004,@berrecca_ O suicídio está ligado a índices de desigualdade social e cresce em periodos de crise econômica. A falta de perspectiva de vida é um dos principais fatores. Assim como para a depressão e a ansiedade. O capitalismo adoece a sua população.,4
3172,A ansiedade causada pela falta de respostas do seu psiquiatra quando você tá tentando marcar consulta pra tratar a ansiedade,1
2812,"minha psicóloga me elogiou, disse que estou melhorando. mas preciso tratar a ansiedade",1
12957,E eu realmente tenho mt problema com isso  Eu procurei vários vídeos sobre depressão ansiedade e suicídio pq foi o q mais passou na minha cabeça nos dois dias e assisti mts depoimentos  Fiquei bem mas esses dias não saem da minha cabeça,4
2417,Eu estou a pura ansiedade aaaaa meu deus,0
8066,Acho que tô tendo uma crise de ansiedade 😭😭😭😭😭,2
12588,"@AloiseLouise Louise tenho visto uma pandemia de AVC, infarto  Ansiedade ,há e OBSIDADE INFANTIL Crescente números de Suicídio Principalmente entre jovens até 20 anos. Tenho dito  O LOCKDAW É UM CRIME de GENOCÍDIO CONTRA A HUMANIDADE. Abraços fraternais a vc e sua família.",4
11417,Detalhe: fui diagnosticada com depressao/ansiedade e etc Meu progenitor fez piada sobre isso dizendo “que ele era a causa dos meus problemas psiquiátricos” Fez piada sobre  Com uma pessoa Que tentou Se matar E pensava constantemente em suicidio 👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽,4
1862,"Eu odeio meu estômago, eu odeio essa ansiedade, eu odeio esse cérebro",0
4924,@_killwithluv Medo de ir ao psicólogo e descobrir q tenho ansiedade pq tudo isso acontece  cmg   Mas ao mesmo tempo querendo saber a vdd mas minhas paranoias dizendo ao mesmo tempo q é  tudo palhaçada,1
5176,"Eu sempre sugiro que todo mundo faça terapia, eu sei que ainda existe muita gente que acha besteira, eu era uma dessas pessoas, ate que um dia vi que n aguentava mais minha ansiedade cheguei chorando na sala de casa e disse que precisava ir numa psicóloga",1
4283,"a minha ansiedade tá eu fazendo me afastar de td mundo que me faz bem, eu n consigo conversar mais de 5 minutos sem pensar que eu to incomodando ou que a pessoa me odeia e encontrou uma amg mais interessante do que eu. eu juro que quando a quarentena acabar eu vou logo pra psico",1
3852,tenho que passar por um psiquiatra pra saber se eu desenvolvi mesmo ansiedade. minha mãe diz que sim e que ela percebe como eu fico e no que eu desconto mas ainda não tenho certeza,1
6822,só aquelas que tiveram uma crise de pânico/ansiedade no meio da prova e entregaram em branco,2
3951,É eu ficar um dia sem a terapia que parece que eu n sei mais como fazer as coisas pq a ansiedade toma conta,1
6035,Eu sei disso pq tenho ansiedade e certos barulhos e ruidos me fazem passar mal ate susto me faz ter crises então respeitem o proximo e nem tem mais graça tbm,2
1562,Twitter vai com calma q eu n to conseguindo acompanhar os assuntos X1 por causa da minha euforia e ansiedade,0
11065,"Eu acho uma coincidência muito triste setembro ser o mês da prevenção ao suicídio e visibilidade bissexual, principalmente quando dentro da comunidade LGB bissexuais tem a maior taxa de problemas psicológicos como ansiedade e depressão, dependência química e suicídio",4
332,aí eu to MORRENDO de ansiedade,0
12175,"Raphael Montes já tem meu respeito. Ouvi muitos elogios dele e mulher no escuro só confirma o talento do cara. Queria ler as outras obras, porém envolve terror, um tem haver com suicídio (tenho ansiedade, vai q pode ser gatilho). Quero ler bom dia Verônica.",4
4512,@marcelgabriell Amanhã partiu terapia pra mandar minha ansiedade pro inferno,1
2250,Se eu não morrer de ansiedade hoje não morro mais kkkkk @Mcrebeccaofc,0
12156,"É muito difícil fazer a vida acontecer ainda mais sendo preto e favelado. Você pode me dizer que eu fiz,mas a duras penas, crises de ansiedade e duas tentativas de suicídio nas costas. A dor da mulher preta e favelado que tenta traçar um caminho diferente do predestinado é grande",4
2668,"não acredito que minha ansiedade decidiu atacar logo 1 dia antes dessa merdaaaaaaa, teve a semana toda, que ódio",0
9618,@eliabrw ai amiga fui na maior ansiedade e saí com depressao e +3 problemas psicológicos,3
7880,toda semana uma crise de ansiedade antes de receber a correção. SOS,2
7651,Eu tô com uma crise de ansiedade fodida q eu não consigo nem respirar e o pior é não estar nem na minha casa,2
10999,pensando aqui como vou organizar meu 2021 já pra causar as ansiedade e depressão de fim de ano ao invés de deixar pra sentir isso em janeiro e fevereiro e atrasar mais minha vida,3
6256,@sabrinnav2 Fico assim quando tô nas crises de ansiedade.,2
12196,"doenças como ansiedade todos tem, mas dependendo do nível precisa de um tratamento mais intensivo, se o menor de idade tenta um suicídio por ted depressão e vai parar no hospital o HOSPITAL liga pro conselho tutelar e os pais são obrigados a levar o filho pra psicologo",4
8980,Ansiedade com depressão é a pior sensação que possamos em ter e se sentir loca,3
12376,Preciso urgentemente tratar da minha depressão e ansiedade ou estou vendo um suicídio em breve.,4
11857,Todo dia agr são umas 2/3 crises de ansiedade 🤩🤩🤩 suicídio é a solução,4
2794,"amo os produtos da @lunnareco. tem sido muito complementar pra que eu tenha rotina de cuidado e conexão com o espiritual. isso e terapia tem me ajudado muito com ansiedade, concentração, intuição. amando!",1
11639,"@manugavassi tô em crise de ansiedade, vamos conversar até eu tirar a ideia de cometer suicídio da minha cabeça.  tudo bem contigo?",4
6947,"@mialle dizem, dizem, que foi porque ela debochou da crise de ansiedade da outra participante. mas ainda assim não vejo motivo pra cancelar a licença dela",2
5597,Tive uma crise de ansiedade muito pesada e não era pra isso acontecer,2
12055,"Novo conceito para desenvolvimento ágil: desenvolvimento suicida =&gt;  menos tempo e mais atividades, menos pessoas na equipe e aumento de trabalho, aumento do estresse, aumento da ansiedade... No fim você não entrega e vai pro hospital ;)",4
3593,"Acho que vou procurar um psicólogo mesmo, não tá dando mais pra conviver com a ansiedade",1
744,To passando mal de ansiedade,0
2467,"Ter problemas respiratórios e ansiedade é muito difícil, parece que vai morrer com o coração acelerado e porque o ar não quer entrar",0
3377,amanhã irei começar o tratamento da ansiedade 🥺,1
3136,"A psicóloga vai fazer uma sessão grátis para mim, só de ter olhado na minha cara e ter visto minha ansiedade estampada. Bom acho que cheguei no auge🤡",1
11461,"Ter ansiedade e depressão é ngc d louco, uma hora está bem, depois do nada bate uma tristeza, vontade de se isolar, até de se mutilar p tira a dor de qlqr jeito 🤦🏾‍♀️🤦🏾‍♀️🥺",4
1800,hoje a ansiedade me pegou de jeito viu,0
10663,trad: matei a depressão e enfiei a ansiedade no cu,3
1601,"FALEI ISSO E TEVE ATUALIZAÇÃO!!!!!!!!  Ele está em trânsito, vindo pra Novo Hamburgo!!! Será que recebo hoje ainda? AAAAAAAA eu vou morrer de ansiedade",0
374,@folha @FolhaPainel “Pra que tanta pressa?” “Pra que essa ansiedade” né General ???,0
5121,@oggh O que o tratamento pra ansiedade me fez foi parar de ficar pipocando pra hobbies novos e gastando dinheiro toda semana. Mas isso é(ra) uma consequencia da ansiedade.,1
4995,@azurejay_ A cura para ansiedade tem nome: paroxetina. Misture com um pouco de psicoterapia e tire um tempo pra vc. Depois é só alegria.,1
83,"@Alistava89 Wanda meio q fez isso, lançando dois. Concordo contigo, lança 2-3 planta o hype na galera e depois lança semanal, o engajamento vai aumento nego no YouTube fazendo vídeo de teorias e abocanhando mais público pra série, a gente fica com aquela ansiedade gostosa e sente o impacto",0
10452,"@Douglas66116176 @inmyhsad @thsIovs @PortalTracklist uma coisa não tem a ver com a outra anjo, ele passou por depressão e ansiedade, entrou nas drogas, você está minimizando a dor dele! ele é humano como qualquer outro artista",3
1295,O inep:  *Me bota em sala separada porque eu s pedi pra ser tratado pelo nome social* *me dá ansiedade na prova* *derruba o site no dia do resultado*  EU NAO AGUENTO MAIS,0
12370,@anarquista_emo não e o meu que é pra ansiedade e depressão e um efeito colateral é pensamento suicida e ele avisa que se você é menor de idade isso AUMENTA MUITO MAIS 👏🏻👏🏻👏🏻,4
6744,É ISSO QUERIDAS AMIGAS E AMIGOS TIVE MEU PRIMEIRO ATAQUE DE ANSIEDADE E DE PÂNICO PELA PRIMEIRA VEZ ESSE ANO👏🏻👏🏻 I HAD TODAY MY FIRST PANIC ATTACK YEY 🥺🥺,2
11188,"Suicídio é algo sério, fico espantada com o quanto de gente que encontro pela tml que possuem depressão ou ansiedade e se mutilam ou pretendem se matar...  Nesse caso em específico não temos como saber ser é vdd, pelo sim e pelo não é melhor confortar a pessoa",4
9905,@gui_stx @SheIsCapitu a mãe dela deu uma entrevista dizendo que ela fazia tratamento para ansiedade e que nunca teve depressão,3
1745,"@cellbit Tava tentando segurar a ansiedade pensando que voce vai tirar umas ferias, e tu me solta isso? Porra mestre",0
1299,Vou  voltar a tomar o remédio de ansiedade,0
5346,"@Clarah_Comenta É tricotilomania, minha irmã tem, ela já chegou a ficar parcialmente careca e ter q usar lenço pra ir na escola... hj ela já faz tratamento para ansiedade e consegue controlar.",1
10963,@guilhermee_alex Pena q amanhã tem só depressão e ansiedade,3
2285,"Mais uma noite de ansiedade, AAAAAAAAA",0
6192,E pra ajudar acordar com crise de ansiedade é pra me acabar de vez,2
11076,"Se alguém quiser ler o mangá eu recomendo, mas se tiver gatilho de ansiedade e/ou suicídio recomendo cautela",4
2319,ontem eu não consegui dormir por causa da minha ansiedade hoje eu não vou dormir com dor enfim 2 dias sem dormir.,0
6133,"@favsclarke amg não consigo, a irmã dele me pede pra não contar para os pais dela, ela disse que já conversou com ele mil vezes, mas é sempre a mesma coisa, toda vez que eu durmo aqui minha crise de ansiedade volta, eu só venho por causa da minha prima que eu amo dms, mas eu tnh nojo de mim",2
13526,"Avaliem as amizades de vocês!!  Pessoas no meu twitter postando diariamente frases depressivas e eu não vejo um amigo acolhendo, só chamando pra beber. Depressão, Ansiedade e Suicídio parece que só é levado a sério em série na Netflix.",4
123,Ansiedade bateu na minha porta e eu?! A BRI,0
9891,"o pânico, ansiedade, depressão já começaram a me afetar fisicamente mas a minha mãe jura que eh só eu dormir mais que melhoro",3
2958,@andersonmra_ Neurologista. E acredito que psicólogo também pra ajudar com a ansiedade e com os motivos que te levam a não conseguir dormir.,1
522,2 meses sem beber por causa do remédio pra ansiedade pq eu fui ter isso???????,0
1566,Ansiedade pra ir no dnj,0
11809,"Manos a escola secundária do Forte da Casa está totalmente perdida Ataques epilépticos  Ataques de raiva Tentativa de suicídio Ataques de ansiedade Isto tem acontecido ao longo destas duas semanas, alguém me pode explicar isto??",4
12597,semana passada tentei suicídio dnv bebi o vidro todo de remédio pra dormir e uma cartela do meu remédio pra ansiedade e a única coisa q aconteceu foi q eu fiquei desmaiando toda hr,4
12741,"Infelizmente, foi preciso ter criado um mês para que tudo isso tenha visibilidade. Então, não lembre da ansiedade, depressão e do suicídio só no mês de setembro, pois ele está o ano todo perambulando por aí, e as vezes está do teu lado e tu não percebeu.",4
2961,"CHÁ DE CAPIM SANTO Seu extrato também pode ser aplicado a feridas recentes e abertas, uma vez que a erva atua como antisséptico. O chá de capim-santo, por sua vez, é recomendado para o tratamento de insônia e problemas de ansiedade, para o",1
4612,"@imflip @hallwaydrreams SIM nem me fala, eu gosto mto de correr aqui no hermena, mas a praia é pequena e cheia de cara mal intencionado, ou tenho que sair smp acompanhada ou n posso sair de perto das casas E simm ajuda mto a ansiedade (n q seja tratamento né rsrs)",1
11845,"eu perdi a conta, sabe, a situação piora na faculdade, a ansiedade a depressao, piora tudo, a vontade do suicidio também. fazer um curso que você gosta já é difícil um que nao gosta é um tiro no próprio pé...",4
3421,"Tá eu preciso de um psicólogo pra tipo ontem.  Quem tem ansiedade,tá fudida pra caralho, prestes a acabar de fuder com tudo e msm assim não vai em um médico???  Eu mesma",1
13373,"fica distribuindo ódio gratuito por aí e dps vai postar texto no Instagram contra o suicídio e ansiedade... aaah plmds, vira gente",4
5138,Esta privação de visitas pode gerar ou agravar quadros depressivos e de ansiedade. Isso porque um dos pontos cruciais no tratamento dessas doenças são visitas e interações.+,1
5985,"Só essa praia p salvar meu dia, parece q vou ter uma crise de ansiedade a QQ momento pqp",2
12812,kpop🥰 meninas que pesam 40kg 🥰 contratos totalmente abusivos 🥰 anos de processo trainee sem receber um centavo 🥰 industria toxica 🥰 altas taxas de suicidio 🥰 fanbase coreana doentia 🥰 crises de ansiedade ao vivo e filmadas 🥰 sasaengs 🥰 ain,4
1932,@cwmifly to com pouco  de ansiedade ai to tentando me distrair,0
4743,"eu fico com ansiedade quando lembro que meu ""amigo"" me disse que sou tóxica e que preciso de um psicólogo pra mudar isso",1
2174,Só dizer q ter ansiedade é foda,0
12271,"induzir alguém a se m4t4r não é crime? as pessoas acham que internet é terra sem lei e eu nem conhecia a menina mas me senti super mal lendo aquilo, brincar com ansiedade e incentivar suícidio é uma coisa NOJENTA e eu espero muito que quem fez isso tome bem no olho do cú",4
5783,Tive q tomar calmante a crise de ansiedade veio firme,2
4113,gente mais velha tende a não acreditar nem valorizar nada que a juventude faz  tu faz terapia eles dizem que é frescura  você tem ansiedade eles dizem que é só rezar você trabalha muito até a exaustão eles dizem que faz bem,1
10315,"Depressão não é frescura, ataque de pânico não é frescura, ansiedade não é frescura, doenças mentais não são frescuras. se você não sente, não julgue, não opine sobre o que não sofre. se você já teve e superou rápido, ótimo, mas não esquece que cada pessoa sente de uma forma.",3
13197,"o suicídio dessa grt me deixou mal, só quem tem ansiedade sabe como é desesperador pedir ajuda e ngm da a mínima.. 😭",4
7118,@Vitria7344 Tenho as porras de umas crises de ansiedade que só dando uma paulada na minha cabeça pra eu conseguir ficar quieta,2
11594,É suicídio seguir a série no instagram pq eles só me causam ansiedade tipo FOX SENTA AQUI PRECISAMOS DE CONVERSAR,4
5210,"Quase 15 dias fazendo tratamento pra depressão, ansiedade e síndrome do pânico. Alguns efeitos colaterais, mas percebo algumas mudanças significativas, só agradeço 🤗",1
1203,Não sei pq tanta ansiedade pra que dê 00h,0
10243,"@Pauliiiinhas Ano passado lá na igreja, no mês de setembro, teve uma palestra com uma psicóloga para falar sobre o suicídio, ansiedade, depressão e disse que sim, a fé cura, Deus cura mas a gente PRECISA fazer nossa parte que é ir ao médico, tomar os remédios, fazer terapia... Minha tia (+)",3
7433,Gilberto levantando pra tirar a barba e voltar a dormir sou eu cortando o cabelo depois de uma crise de ansiedade e depois vivendo a vida como se nada tivesse acontecido,2
1005,Essa ansiedade me mata por dentro,0
12870,"@au666usto dor, depressão, sofrimento, angústia, morte, trevas, tortura, ansiedade, suicídio",4
9092,"uma petição para pararem de fazer o negócio de clicar no caixão, eu tô entrando em depressão aqui e tendo crise de ansiedade",3
9325,"@GuilhermeBoulos Eu tenho rinite e sinusite crônicas, além de policísticos no fígado e depressão e ansiedade! Resultado trancada dentro de casa! Vacina urgente para todos os brasileiros!",3
9772,"@seokjindancer ""aiaiaiai ta protegendo ele"" não, se quiser processem todas vcs o mlk, só odeio ver gente passando pano pra algo q ta acontecendo na frente dos olhos de vcs, ainda LÁ e AQUI tendos altos indices de depre e ansiedade, e tendo q ver a perfeição ""padrão"" sempre... isso é doentio",3
9702,minha família não sabe lidar com o fato de eu realmente ter depressão e ansiedade,3
6876,"ela falou q tem crise de ansiedade pq ela fica ansiosa um dia antes de viajar, eu não vi isso né🤩",2
1170,vai derrubar o capeta ansiedade,0
3743,"@tisgopjl Escitalopram e daforin, porque não viciam. Mas de vez em quando um rivotrilzinho não é nada absurdo, dependendo do nível da ansiedade (porém consulte um psiquiatra antes de ingerir qualquer coisa)",1
11507,não tinha mais tido crise de ansiedade nem pensamento suicida mas porra que INFERNOOOOOO só sei dizer isso INFERNOOOO  alias n vo fazer nada nao foi so os pensamento,4
7702,"Estou com crise de ansiedade,logo passa Amanhã eu deleto esses twits",2
13347,"@itijungguk @namjoonsex em 2016 minha ansiedade piorou e eu entrei em depressão, foi nesse ano que eu conheci os meninos. em 2017 minha depressão piorou muito, planejava meu suicídio todos os dias e as únicas pessoas que me ajudavam de verdade era o Bangtan. nos meus momentos de crise, eu via vídeos +",4
6492,Ontem de madrugada tive uma crise de ansiedade pq vou fazer o enem e nem sei se tô estudando o bastante (sendo que eu só estudo o dia inteiro),2
1792,@rockinntae amr sou doente nao aguento mais essa ansiedade me controlando,0
4732,A minha ansiedade é notória e eu não consigo parar de tremer os pés. Necessito voltar pra minha psicóloga,1
3589,"Minha psicóloga hoje me fez perceber que eu ando dormindo demais para evitar pensar, pois minha ansiedade está na casa do crl.  Este é o tweet.",1
12118,"@protectthabie tenho depressao e ansiedade, já tentei me mutilar e já pensei mto em suicídio, hoje to mais suave quanto a suicídio e auto mutilação",4
2034,meta: ter minha unha grande  obstaculo: minha ansiedade,0
6364,Vai crise de ansiedade me mata logo de uma vez é mais fácil q ter q continuar passando por isso,2
7899,Deus cure minha ansiedade e me dê forças para não ter um ataque de Pânico por ser exposta ao meu maior medo,2
6933,"Aí sobra pra mim, ter q aguentar q devia tá dormindo ao invés de lendo, pq eu não tô ansiosa pro Enem, pq eu nem estudo e nem faço nada da vida só fico dormindo,q não me importo com medicina e q eu não tenho q inventar q tive crise de ansiedade pra fazer ceninha???????",2
4455,"Gente, qual é a rotina mais comum: pessoas com ansiedade procurarem um psiquiatra ou uma terapeuta como primeiro passo? Eu procurei um psiquiatra, mas agora tô vendo uma série em que o cara procurou a terapia e tô “hmmmmmmmmm, isso faz mais sentido”",1
1042,O combo perfeito: ansiedade generalizada + síndrome do impostor,0
10871,Me irrita que tudo vocês dizem que tem depressão e ansiedade puta merda,3
1264,"@jagutheil ano passado eu tava com dor no peito de tempo em tempo, fui no médico e descobri que era estresse, um pouco de ansiedade",0
12245,"depressão não tem idade.  ataque de Pânico não é falta de Deus.  ansiedade não é brincadeira.  baixa autoestima não é só relacionado a aparência.  tentativa de suicídio não é só pra chamar atenção.  se você não sente, não opine, não julgue.",4
11745,"já foram gordofobicos, já debocharam da ansiedade e da depressão de uma garota e agora essas piadinhas nojentas com a tentativa de suicídio de alguém, nada mais me surpreende vindo dessa gente",4
12190,"depressão não tem idade  ataque de pânico não é falta de deus  ansiedade não é brincadeira  doenças mentais não são frescuras  baixa autoestima n é só relacionado a aparência   tentativa suicídio n p chamar atenção   mano  se vc n sente, não julgue, n opine sobre o que não sofre",4
10263,"Eu poderia simplesmente abraçar a depre e a ansiedade forte, mas eu vou continuar lutando pra ter uma vida melhor!",3
1465,Assisti aos 4 episódios do The Boys e até agora estou curtindo demais essa segunda temporada. Só esse negócio de liberar  os episódios aos poucos que me mata de ansiedade mas parabéns @PrimeVideoBR está me fazendo pagar os 89 reais anuais mais bem pagos da minha vida,0
8089,"@Itspedrito Demais, tive uma crise de ansiedade horrível assistindo bbb",2
2552,"Tenho 3 coisas de adulto para tratar, a minha ansiedade não está a saber lidar 🥴",0
175,"@andrefran @LuizRosari Sim, ele ficou. Por que ""todo mundo vai morrer um dia"" segundo o Jair então ""por que essa ansiedade por vacina"", mas governador adversário fazer Jair passar vergonha, fazendo um bom trabalho, não pode.",0
6929,Crise de ansiedade é a pior dor 😣😣,2
13100,Bullyng causa suicídio  Homofobia causa suicídio  Falta de amor causa suicídio  Tristeza causa suicídio  Ansiedade causa suicídio,4
2335,Ansiedade uma hora dessa só me faz ficar pensando em passado,0
11977,ngm:  ngm mesmo: minha ansiedade as duas da tarde: mas e o suicidio,4
6358,ACHO Q TO TENDO UMA CRISE DE ANSIEDADE,2
13128,"@fortelivreeleve @whyllari Sim !!! Concordo plenamente . Eu c meus quase 70 anos  , viúva de um suicida , há  quase 6 anos , histórico meu tbm de deprê  e ansiedade  , luto me auto afirmando . N é  fácil, nem c família  , e péssimo c quem apenas  "" nos percebe "" . N sejam tão  radicais ao analisa- la .",4
12591,eu to com insonia eu to com ansiedade eu acabei de ler uma trhead do ultimo show dos meninos aqui e eh nao fui como sempre a quarentena ta me deixando louca e estressada eu nao aguento mais ai vem a noticia do suicidio do senhorzinho e a carta..... meu deus,4
12031,"A era virtual é a era do suicídio e da ansiedade, maior do que em todos os tempos",4
