date,tweet,label
2019-09-27,equilibrio e primordial!,
2019-09-27,"a verdadeira alegria nao e aquela que seu rosto mostra, mas sim a que vive no seu coracao e faz voce contagiar todo mundo a sua volta.    ",
2019-09-27,"com isto, como ta quase no final desse  antes de fazer qualquer piadinha, repense suas palavras. muito amor a todos. ",
2019-09-27,vamos ajudar a quem precisa...para de dizer que e frescura ou drama pq a dor dela n e frescura,
2019-09-27,"    parabens pela campanha, porem vcs poderiam ter abracado o  com mais afinco do mesmo modo como estao fazendo com o ",
2019-09-27,"eu percebi que esse tweet fala sobre, entao fica meu apoio a campanha .",
2019-09-27,"seja a pessoa que faz bem aos outros, aquela que traz energia positiva e alegria, um simples gesto pode ser muito para alguem  ",
2019-09-27,"enfim, e isso.  e voce que esta lendo, se precisar de alguem para conversar, e eu pode ajudar, saiba que pode contar comigo.   lembrando ainda que o ideal e sempre buscar ajuda de profissionais, mas o papel da familia e amigos e muito importante.  ",
2019-09-27,"segundo a oms, a taxa de suicidios a cada 100 mil habitantes aumentou 7% no brasil, enquanto o indice mundial caiu 9,8%, no brasil, em 2016, foram 6,1 suicidios a cada 100 mil habitantes. em 2010, foram 5,7. se estiver se sentindo so, ligue 188  ",
2019-09-27,"acabei de chegar da reuniao no meu trabalho sobre  .  e na empresa onde trabalham 42 pessoas, no minimo 8 ja tentaram o suicidio.",
2019-09-27,"mano nunca diga q a vida de uma pessoa e perfeita e maravilhosa .as vezes a pessoa ta sorrindo o dia inteiro do seu lado mas ela pode passar noites inteiras chorando,e esse sorriso poder ser um pedido de ajuda ",
2019-09-27,muito obrigada a coordenadora cassia pelo convite! palestra hoje para os alunos do cide.,
2019-09-27,pessoas que ja passaram por transtornos mentais e nao compreendem o de mais ninguem e tao lamentavel ... verdadeiramente acho que ainda precisa de ajuda,
2019-09-27," camiseta e cabelo representando  , achei justo!!!!!!!!!!",
2019-09-27,"minha raiva e.  tenho depressao, crise pra crlh, dai resolvo tentar fazer terapia. ligo pra marcar na faculdade e no plano de saude, e desligam ou ngm atende. mano, enfia o  naquele lugar.",
2019-09-27,por que colo para as meninas e dedo na cara para os meninos? depressao nao esta ligado ao sexo e cada um se manifesta de maneira diferente.,
2019-09-27,"casa das mulheres - espaco com atividades de qualificacao profissional, psicologica e juridica.  yoga na mare - projeto com aulas de yoga, meditacao e massagem.   espaco casulo - espaco com rodas de conversa, atendimento psicologico e de saude.    ",
2019-09-27,"deus nao desistiu de voce, entao nao desista de voce. cada dia e uma vitoria, resista.   ",
2019-09-27,vou canta aqui no bglh da escola!,
2019-09-27,"deem oi pro amigo que ta borocoxo, manda uma msg pro amigo q ta sumido, chama o amigo desempregado pra almocar e bater papo. vamos praticar o  o ano todo.",
2019-09-28,mais tarde estarei falando sobre politicas publicas de prevencao ao suicidio no bate-papo do legacy jovens na,
2019-09-28,o setembro esta acabando. mas a conscientizacao  contra o suicidio continua,
2019-09-28,"ilumina o mundo, musica linda que fala sobre depressao e se deus quiser vai ajudar muitas pessoas no brasil e no mundo.       ",
2019-09-28,"    ainda no ,   faz discurso sobre saude mental. ""temos que previnir a depressao e o suicidio. se voce estiver precisando de ajuda, nao hesite em ligar 188."" ao som de ""ilumina o mundo"" | ",
2019-09-28,nunca desista das coisas que te fazem sorrir,
2019-09-28,"ligo a tv e o  ta divulgando o numero do centro de valorizacao da vida. na sequencia, toca olhos certos. obrigada,  e  ",
2019-09-28,momento importante!!  falando sobre o centro de valorizacao da vida e a importancia do apoio emocional. ligue 188!,
2019-09-28," complicado.  as vezes acho que e espiritual (falta de deus) outras vezes a culpa pode ser material (se apegar e ele).  no fim, eu ainda acho que a pessoa que faz isso, e corajoso.  ",
2019-09-28,"deem abraco em uma pessoa que voce sabe que tem problemas psicologicos elogiem conversem  deem carinho  a faca rir se voce ama,cuida caralho essa pessoa pode se matar amanha  nao seja ridiculo,nao a trate como lixo,sempre tenha cuidado com suas palavras. ",
2019-09-28,"mesmo quando estava entre a multidao, estava sempre sozinha.   ",
2019-09-28,"entao, gente, sei que o  ja ta terminando, mas vejo muita gente aproveitando a iniciativa que e nobre pra espalhar desinformacao pela internet como se a ""cura"" da depressao fosse receita de bolo ou falta de forca de vontade. [continua] ",
2019-09-28,"caso a sua vida esteja sem cor, lembre que ela pode voltar a ser colorida como antes. amigos, colegas, profissionais e ate quem voce menos espera podem te ajudar a voltar a colorir seu universo.  188 - numero do centro de valorizacao da vida",
2019-09-28,"  caralho, isso ficou muito lindo, parabens!   ",
2019-09-28,e um meme piazada,
2019-09-28,"escrever e traduzir postagem pro ingles e muito trabalhoso, meu deus. ainda finalizando a postagem tema do   espera mais um pouco que eu posto sim ",
2019-09-28,"sera que conseguimos enxergar o pedido de socorro escondido por tras do sorriso? existe uma linha muito tenue entre a loucura e a sensatez, e e justamente nesse momento que tudo pode acontecer. cuide, ame. a vida nao tem 2 chance. ",
2019-09-28,eu nao sei como selton mello nao caia no choro nas sessoes de dona haidee . serio! que personagem maravilhosa!  e que trabalho impecavel da atriz,
2019-09-28,"nao precisa ter vergonha, to aqui pra ajudar tbm   ",
2019-09-28,"  sao varias as formas de automutilacao que vive a juventude: alcool, drogas, sexualidade desregrada, se cortam...muitos podem estar sorrindo, lindos na rede, mas feridos por dentro. nao tenha medo de falar o que sente. estamos junto com voce. deus te ama!",
2019-09-28,no banheiro aqui da facul de enfermagem da unicamp esta cheio de mensagens motivacionais,
2019-09-28,1. reduz seu . 2. te deixa (a). 3. te deixa (a). 4. afia a sua . 5. melhora a sua . 6. promove . 7. treina o seu . 8. te faz argumentar . 9. reforca sua . 10. te faz .,
2019-09-28,cuidar da saude mental e tao importante quanto a do corpo!!!   otimo final de semana a todos!,
2019-09-28,"amigos e importantissima. procure o cvv (centro de valorizacao da vida), discando 188, centros de auxilios analiticos e psiquiatricos.",
2019-09-28," olha, recomendo procurar o cvv (centro de valorizacao da vida), no site deles tem um chat que respondem rapidinho e podem te dar dicas de como agir... mas, opiniao propria, sua presenca perto dela, apenas estar ao lado dela, abraca-la, e algo inestimavel",
2019-09-28," liga no 188, no centro de valorizacao da vida!! eu acredito totalmente na sua capacidade de sair dessa situacao!!! voce e forte e vai conseguir!! eu estou aqui se precisar!!!!",
2019-09-28,eu nunca vi tanta gente se suicidar como no mes de conscientizacao sobre depressao e suicidio . alguma coisa esta errada. talvez essa abordagem em massa tem surtido efeitos mais negativos do que positivos.,
2019-09-28,"    mais um setembro amarelo acabando, mas a conscientizacao para prevenir o suicidio continua. ha mais de um ano, sai do armario de depressao, transtorno de ansiedade e tricotilomania nas redes sociais, revelando que faco tratamento continuo desde 2011.",
2019-09-28,viver trancado dentro de si e viver em meio a sombras. cansar de viver e passar apenas a existir. depressao e coisa seria.,
2019-09-28,"... foi para lembrar que este e o mes de prevencao ao suicidio. conversamos sobre esse tema que ainda e tido como tabu e confraternizamos, comemorando a vida!  ",
2019-09-28,"a primeira versao do jogo foi feita durante a ludum dare , em 72h, e conquistou o 23o lugar na categoria ""mood"".  compartilhe para que mais pessoas possam entender a importancia do tema!  ",
2019-09-28,coisas que dizem que machuca a gente e escuta um : isso e drama ja fui adolescente e fazia o mesmo.,
2019-09-28,"o  ta acabando mas eu gostaria de lembrar que precisamos de forca todos os dias, pois e necessario um unico dia ruim para que voce caia novamente. entao se cair tenha forca para se levantar e continuar.",
2019-09-28,"as vezes, meio que sem querer tomamos caminhos que nos levam a abismos profundos que nossa alma chega se perder. mas sempre podemos ter alguem com quem contar.  nao se silencia, nao cale. fale com alguem. alguem vai ajudar.    ",
2019-09-28,"o legal e que o pessoal fala que o problema e nosso, e que e frescura... ja tentei me suicidar umas 3 vezes e em todas a minha mae estava la para n deixar isso acontecer e agora q eu nao tenho mais ela ja perdi as minhas forcas e nao sei oq fazer... ",
2019-09-28,"""a dor e onda que passa voce e o mar que fica""  ",
2019-09-28,que manha incrivel! sempre importante falar de saude mental   obrigada  pelo convite,
2019-09-28,"depressao nao e frescura e doenca, lembrem se disso! ",
2019-09-28,"""eu nao sei mais de mim, eu nao sei mais de mim, so sei pensar em vc...""              ",
2019-09-29,"penultimo dia do mes e eu tinha q surtar + 1 vez o  tinha q ser ano amarelo, mas quem disse q rola? a insatisfacao n passa a cobranca n passa a dor n passa o choro n passa e qnd parece q passa, a gente fica so d olho em qnd vai voltar. pq o certo e q vai voltar!",
2019-09-29,"eu hoje nao pude ir a passeata do , mas ate quando a depressao sera tratada como bobeira? ate quando eu verei cortes nos bracos de pessoas e nao oferecerei ajuda?    ",
2019-09-29,"  nao se suicide, deixe q eu faco isso por vc",
2019-09-29,"precisamos ouvir sempre quem se lamenta, elas so precisam falar. ",
2019-09-29,"acho que o desabafo que eu fiz no insta, foi a coisa mais dificil que eu ja fiz, porem libertador ",
2019-09-29,"todos precisam de ajuda. ate quem nao quer, pois negacao e uma forma de pedir ajuda. nao da pra obrigar as pessoas a serem ajudadas, nem impor solidariedade, mas so ouvi-las ja ajuda. as vezes so ouvi-las, ja lhes trazem confianca e coragem pra escutarem tambem. ",
2019-09-29,mim perdoa? ngm entende o outro lado...,
2019-09-29,amanha sai o 4o e ultimo episodio do especial,
2019-09-29,"inclusive, aproveitando a postagem anterior... setembro ta acabando. com ele, vai levando a campanha . porem, o que espero, do fundo da alma, e que nao leve os sentimentos de empatia e que as pessoas nao esquecam de serem mais amor com as outras +",
2019-09-29,a jessie j passou cada mensagem tao bonita nos momentos em que falou no show de hoje do  especialmente por causa do  que foi uma pena que ele nao aconteceu no palco mundo. que rainha.,
2019-09-29,"hoje eu estou no apice da depressao. me machuquei, tomei medicamento mas nao ta passando, to indo pra casa da minha tia, pq nao posso ficar sozinha com a minha filha e tentar o suicidio. ",
2019-09-29,o mal do seculo nao e a depressao ou ansiedade. o mal do seculo e a indiferenca a essas patologias.,
2019-09-29,"meu ponto e, ame mais, sinta mais, pode parecer dificil mas sempre vai ter alguem que vai te levantar. olhe para o lado, leia as entrelinhas. voce e mais forte. ""corra rapido, ria bastante, seja gentil""  ",
2019-09-29,"ja conheci muita gente fdp, mas nesse 2019, ja bati a cota. cade essa galera maneira q fica postando coisa no setembro amarelo? tudo fake????? ",
2019-09-29,um dos piores momentos na vida da gente  e quando o peso das pernas se junta ao no na garganta e o aperto do coracao !,
2019-09-29,"dear crentes,  nao facam campanha, acoes para setembro amarelo envolvendo suas religioes, voces reforcam assim que depressao e doencas mentais e falta de deus. ",
2019-09-29,vem gente,
2019-09-29,"local inspirador, pessoas inesqueciveis!!!  sucesso nao e a chave para a felicidade; felicidade e a chave para o sucesso.       ",
2019-09-29,tinha q ser a alegria de qualquer ser humano,
2019-09-29,obrigada por tudo !  obrigado por tanto ....,
2019-09-29,mas depois falam de,
2019-09-29,"se voce esta triste, se sente sozinho, em depressao ou pensa em desistir. nao exite em pedir ajuda. seja para alguem de sua confianca ou no 188. nao e vergonha ter ajuda profissional, e inteligencia. o  continua o ano todo!   deus e contigo e eu tb!",
2019-09-29,nunca diga a uma pessoa que ela ta cada vez mais estranha.,
2019-09-29,a mensagem que ela ta passando e muito importante.  e ela provavelmente nem sabe do,
2019-09-29,"poderiam, pelo menos tres dos meus amigos no facebook, por favor copiar e colar no seu mural. prevencao ao suicidio cvv brasil 141 0800 290 0024 nao compartilhe, copie e cole! .",
2019-09-29,arrasando com as licoes de vida e saude mental!perfeita!,
2019-09-29,notei que sou diferente de voces,
2019-09-29,voce tem valor!,
2019-09-29," ""que a gente se olhe, que a gente se enxergue, que a gente se cuide mutuamente, que entendamos que somos gente lidando com gente!""  ",
2019-09-29,"pessoas que tiveram cancer e depressao...  disseram que enfrentar o cancer foi muito ruim, mas enfrentar a depressao foi muito pior!  entao por favor nao saia por ai falando que depressao e frescura! ",
2019-09-29,"hoje na igreja tivemos um painel sobre prevencao ao suicidio alusivo ao  com participacao do pastor, uma psicologa e uma psiquiatra muito bom ouvir o pastor falando que depressao e doenca e nao tem relacao com espiritualidade! parabens aos envolvidos pelo evento!",
2019-09-29,hoje faz 16 anos que meu pai foi vitima do suicidio. dou todo apoio a essa causa.,
2019-09-29,"1/ as vezes a perda da vontade de viver e resultado da falta de perdao e da culpa. todos nos somos pecadores. se pecamos contra alguem, entao precisamos assumir nossa responsabilidade e buscar perdao. so assim o sentimento de culpa dara lugar ao alivio e paz.  ",
2019-09-29,so queria uma blusa amarela pra usar na escola amanha...,
2019-09-29,"desejo profundamente que todas as pessoas que conheco ou que me conhecem consigam virar o jogo tambem. o futuro nao demora e ha muita vida la fora, muita possibilidade de ser feliz. cliche, mas real.   ",
2019-09-29,"amanha e o ultimo dia de setembro, mas a luta e todos os dia e todos os meses. e importante sim falar sobre depressao e ajudar da maneira que for possivel ",
2019-09-29,"to preparando a materia da palestra que eu vou dar, que orgulho! ",
2019-09-29,semana da saude mental 2019   nessa thread vamos listar os textos que sairam no site no nosso especial,
2019-09-29,"saudades do meu primo, que me apresentou muita das sonzeiras que estao no  e muitas outras, que tirou sua propria vida se jogando do predio. grande influencia, faz falta !  ",
2019-09-29,amanha faz 4 anos que a minha amiga do ensino fundamental suicidou-se. prezem pela vida dos seus amigos e pela sua vida! voce vale muito! voce e importante! deus tem um proposito para voce. acredite!,
2019-09-30,"pra finalizar nossa campanha do   ""nao e porque um capitulo da sua vida esta ruim esta sendo ruim que voce deve desistir da historia toda.""  voce nao esta sozinho!",
2019-09-30,o mes acaba mas essa luta nao!!!,
2019-09-30,"nao julguem as pessoas, voces nunca sabem oque esta por tras do sorriso delas, talvez seja a ultima vez que ira ve-la! depressao nao e piada. ",
2019-09-30,"hoje e o ultimo dia do , o mes em que as pessoas ""descobrem"" o suicidio, unico mes em q vemos as escolas e governos se manifestarem sobre isso ja q durante o resto do ano os sinais sao vistos como frescura, e sempre bom lembrar !!!!",
2019-09-30," se importem verdadeiramente com todas as pessoas, nao so com seus colegas, namorada(o) e conhecidos. todos precisam de ajuda",
2019-09-30,"aproveitando que hoje e o ultimo dia do   cuidem dos seus amigos que sofrem com a saude mental. todo mundo fala da depressao mas a ansiedade tambem mata! mata por dentro, mata seu sorriso, sua voz, sua respiracao.",
2019-09-30,hoje e o ultimo dia de setembro. e por mais que a campanha do  seja importante. essa causa dura o ano todo,
2019-09-30,"o  esta acabando, mas a atencao e cuidado com a saude mental continua.  voce nao esta sozinho(a) sua saude mental importa! ",
2019-09-30," nem acabou direito e o que mais se ve e gente fazendo piada com saude mental. se nao puder oferecer ajuda, cale-se.  ",
2019-09-30," termina com uma certeza:  falta empatia das pessoas para com os que sofrem de doencas mentais   depressao, crises de ansiedade e do panico podem levar ao suicidio.  seja + amigo, compreenda e ame mais aqueles que sofrem de doencas mentais.   ",
2019-09-30,aaaa emocionado com as pessoas me parando por me reconhecer na campanha da ufrgs sobre o .,
2019-09-30,"a palestra sobre  na faculdade foi incrivel, depois do bate-papo tirei a minha conclusao do quanto a populacao sao uns lixos.",
2019-09-30,"amore, ta de bobeira hoje? vem pra  se despedir do jeito certo desse mes tao importante! ",
2019-09-30,"tudo termina e eventualmente, infelizmente o  nao e diferente. mas nao esqueca, apenas a campanha se encerra, nao o direito a todos de serem ouvidos. use esse conhecimento adquirido durante esse mes para fazer o bem. juntos somos mais fortes!",
2019-09-30,"setembro esta acabando, o billy joe do green day vai acordar daqui a pouco e eu queria deixar aqui algumas palavras sobre  e o quanto vale a pena valorizar essa coisinha complicada chamada vida",
2019-09-30,"hoje falamos com a estudante de psicologia  , a produtora barbara mascarenhas, a apresentadora sofia moran sobre prevencao e posvencao do suicidio no nosso especial  na  ! confere la na pagina do no de oito no fb: ",
2019-09-30,nao queria estar terminando setembro tao depressiva...,
2019-09-30,mais uma edicao do  vai chegando ao fim. uma importante e linda campanha que visa renovar esperancas e compromissos em favor da vida! a prevencao ao suicidio continua sendo uma causa desafiadora e urgente. toda vida e sagrada e viver continua sendo a melhor opcao.,
2019-09-30,"boa noiteee  faca da sua dor um degrau para sua vitoria  . . . ei,  voces conseguem sim! torco por voces      ",
2019-09-30,"alguns minutos pra voces mandarem os amigos com depressao ""pararem com a frescura"",  acaba daqui a pouco, e o fim da militancia digital de voces.",
2019-09-30,"nos ultimos minutos de setembro, eu, tendo 100% de nocao em 2019 do meu local de fala nessa situacao, digo a quem me segue:  depressao e ansiedade nao e brincadeira e muito menos ""preguica e exagero"". cuidem de voces e dos de voces. procurem ajuda.  ",
2019-09-30,assim que o calendario virar pra outubro a gente tem que parar de fingir que importa com o outro e deixar so pra setembro do ano que vem ne?,
2019-09-30,nao se esqueca que a luta nao acaba pq o mes acabou,
2019-09-30,ai todos engajados no setembro amarelo e a globo me coloca um filme deste para passar.,
2019-09-30," passando um filme onde o protagonista faz suicidio assistido, mostra que ele ja havia tentado se suicidar e romantiza a situacao ate a ultima instancia, em pleno ultimo dia de  parabens  ",
2019-09-30,"seja um ombro amigo, um ouvido atento, um coracao aberto e um colo acolhedor! ",
2019-09-30,"voce que tem ansiedade, parabens por sobreviver hoje. nao e nada facil funcionar ""normalmente"" quando coisas minimas te deixam em estado de luta ou fuga. i see you     ",
2019-09-30,ainda da tempo de fazer um comentario. abraham lincoln teve depressao. j. k. rowling teve depressao. ambos fizeram historia. depressao tem cura. voce tem cura.,
2019-09-30,ultimo dia do  e finalmente eu vejo uma luz no fim do tunel no meu tratamento de depressao e ansiedade amanha comeco terapia estou reagindo bem a medicacao e a meta e ate o fim do ano eu conseguir fazer atividade fisica regularmente vamos que vamos!,
2019-09-30," parabens  pleno setembro amarelo passar como eu era antes de voce, filme q incentiva pessoas com dificuldades a tirarem a propria vida.     ",
2019-09-30,"p.s.s.: saude mental p/ populacao negra vai mto alem de ajuda psicologica/ psiquiatrica. eu adoraria ter estabilidade financeira na minha profissao, por exemplo.  ",
2019-09-30,"e lembre-se ""em dias nublados, os girassois viram-se uns para os outros, cada um buscando a energia daquele que esta ao lado. eles nos ensinam que, mesmo sem sol todos os dias, temos uns aos outros.  ",
2019-09-30,"chegamos ao fim do  mas o autocuidado e atencao para os entes queridos sao necessarios o ano todo. se voce esta se sentindo mal ou tendo pensamentos negativos, busque ajuda. se voce notou mudancas no comportamento de amigos, os ajude a buscar ajuda",
2019-09-30,"o mes de setembro acabou, mas nao quer dizer que a luta pela vida acaba tambem. a prevencao contra o suicidio deve continuar, devemos seguir adiante, ouvindo, ajudando aqueles que precisam. todos pela vida!!!   ",
2019-09-30,"se voce estiver triste nao ligue, se mate ",
2019-09-30,"  nesta manha estive no anexo ii, fizemos mais uma acao de prevencao ao suicidio.",
2019-09-30,"quando vc nao reage, vc morre.  ",
2019-09-30,lembre-se: voce nao esta sozinho. ligue 188 sempre que precisar de ajuda ou orientacao para ajudar outra pessoa.,
2019-09-30,"setembro chegou ao fim, nao deixem de se preocupar com a depressao e com o suicidio em outubro. ",
2019-09-30,"uma pessoa que eu conhecia se suicidou ontem, e muito triste em pleno  ver essas coisas acontecendo, onde erramos? estou triste e confusa.",
2019-09-30,"ultimo dia de setembro, e junto com ele, se encerra a campanha   mas que fique conscientizado na cabeca de cada um de nos, a importancia da vida do outro. nao menospreze a dor de ninguem, nao ache que tudo e ""drama"".  seja alguem que faca a diferenca no mundo!",
2019-09-30,"hoje a manha comecou assim, ",
2019-09-30,"1/ pastores, nos nao somos o cristo! nao pense que somos perfeitos e que nao podemos falhar. animo, cristo tambem morreu por nos!!..  ",
2019-09-30,"nunca, sob hipotese alguma, desperte nas pessoas o sentimento de fracasso. nao existe nada pior...  ",
2019-09-30,exausta!!,
2019-09-30,muitas vezes a prova da coragem nao e morrer e sim viver!!,
2019-09-30,"hoje e o ultimo dia de , mas sabemos que saude mental e um assunto que devemos cuidar sempre. por isso, criamos essa lista atualizada de lugares que oferecem atendimento psicologico gratuito ou de baixo custo em sp.   segue o fio ",
2019-09-30,"ultimo dia de setembro,e eu quero lembrar a vcs q prevencao ao suicidio nao e so em setembro, e nos 365 tambem!!!    188-centro de valorizacao de vida (ligacao gratuita) 192-emergencia samu (ligacao gratuita)",
2019-09-30,"o cvv - centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email, chat e skype 24 horas todos os dias.",
2019-09-30,"se voce precisar conversar com alguem, ligue gratuitamente para o centro de valorizacao da vida (cvv) pelo telefone 188. o cuidado nao pode ser so no setembro amarelo, tem que ser o ano todo, de setembro a setembro!",
2019-09-30,"e lembrando sempre que, nao e porque setembro acabou, que podemos esquecer da importancia de valorizar a vida e prevenir o suicidio.      ",
2019-09-30," tem outros lugares pra pedir ajuda, grupos na internet, cvv (centro de valorizacao da vida) e ate aplicativos ou comunidades onde outras pessoas passam pelos mesmos problemas e tentam ajudar umas as outras.",
2019-09-30,"setembro acabou, e o setembro amarelo tambem, mas a luta continua, se voce esta passando por um situacao complicada, ligue pra 188 (cvv - centro de valorizacao da vida) e converse com eles, voce e importante para o mundo! ",
2019-09-30,"ja que ainda estamos no mes simbolo da prevencao ao suicidio, setembro, nada melhor que abordar esse tema e trata-lo da melhor maneira possivel. se estiver se sentindo sozinho, perdido e n souber com quem conversar, ligue para o cvv (centro de valorizacao da vida), 188. 's",
2019-09-30,e hoje e o ultimo dia do  mais so pra lembrar a todos que o mes acabou mais ainda existe milhares de pessoas tentando suicidio ou que conseguem o suicidio entao continuem  ajudando as pessoas pois o combate ao suicidio continua!!!,
2019-09-30," tem tambem um programa super bacana: centro de valorizacao da vida (cvv), eles atendem no numero 188.",
2019-10-01,"  que bom que esse detalhe nao passou despercebido. essa acao do , e para chamar sua atencao aos detalhes. assim como no nosso post, os detalhes podem fazer diferenca.",
2019-10-01,"a cura, a resposta e a evolucao,  todas elas serao encontradas no equilibrio   preze por isso sempre!",
2019-10-01,a ultima sessao de guilhermina com caio,
2019-10-01,"setembro foi embora, e agora os depressivos serao esquecidos?  . . . ",
2019-10-01,"todo mes tem uma ""cor"". , , janeiro branco, abril verde. o primeiro a ""ficar colorido"" e que ninguem esquece e o , que trabalha a prevencao contra o cancer de mama. e o tipo de cancer que mais mata mulheres no mundo. nossa pauta de hoje!",
2019-10-01,"tem muita gente desistindo da vida irmao. tem muita gente sentindo falta de amor, de atencao, de ouvidos doceis aos seus dilemas. nao sao estatisticas, o suicidio e real! nao deixe que a campanha  do  seja apenas no mes que terminou.",
2019-10-01," setembro passou mas vamos continuar com o mesmo proposito,preservar a vida... nao prescisamos de um mes pra isso! ",
2019-10-01,nao e porque setembro acabou que a depressao deixou de ser importante e voltou a ser frescura!,
2019-10-01,"nao e -1 e sim +1   nao importa o mes, a importancia e conscientizacao de cada problema social importa.   +     ",
2019-10-01,quem votou contra e quem se absteve?,
2019-10-01,"o mes de  acabou, mas a luta pela vida continua, voce que sente que nao quer mais viver, converse com alguem, aguente firme, sempre ha uma solucao, e voce que percebe sinais de suicidio em alguem, de uma forca, juntos somos mais.",
2019-10-01,inicio de aulas e sinonimo de inicio de crises de ansiedade tambem.  . . .,
2019-10-01,"""setembro amarelo acaba aqui, porem a nossa luta continua. todos os dias."" ",
2019-10-01,"eu assistindo o video da  e das menis sobre depressao, e eu so queria um abraco coletivo\+40min de papo bom,que acolhe a gente... ",
2019-10-01,"acabou o , ja podem voltar a nos chamar de loucos e dizer que so queremos chamar atencao.",
2019-10-01,acabou o   ja podem parar de fingir,
2019-10-01,finalmente o  acabou e agora posso me matar em paz,
2019-10-01,"acabou o , vamos todos se matar",
2019-10-01,mas nao esquecam do,
2019-10-01,"outubro chegou e traz com ele o lembrete que o  pode ter acabado, mas o cuidado com o proximo ainda deve ser lembrado. nao perca a empatia.",
2019-10-01,"o  acabou, a depressao e o suicidio nao!",
2019-10-01,setembro a m a r e l o! alguem quer conversar?,
2019-10-01,em pleno final do  a globo passa   romantizando a questao do suicidio assistido.,
2019-10-01,eu so nao me suicidei em setembro pq a noticia do movie de kimetsu no yaiba me fez mais bem do que toda a campanha do,
2019-10-01,"usei o centro de valorizacao da vida 188. gente que lindo, liguem, voces nao estao sozinhos",
2019-10-01,serase existe psicologo online sem ser o centro de valorizacao da vida?,
2019-10-01,"1 de outubro.. agora a hipocrisia vai hibernar, e depressao vai voltar a ser drama e frescura, suicidio vai voltar a ser coisa de louco, nao vai haver comocao midiatica sobre isso tudo e ninguem mais vai ter paciencia pra ajudar alguem que precise..  ",
2019-10-02,foi so  acabar que me vem a prova de matematica financeira...,
2019-10-02,minha paciente preferida de  e a haidee. eu queria atender ela,
2019-10-02,"setembro chegou ao fim e com ele tambem acabaram os suicidios, transtorno depressivo, ansiedade, etc... ne, gente?  ",
2019-10-02,"setembro amarelo acabou, e oque adiantou? ",
2019-10-02,"setembro amarelo acabou e nada mudou. pessoas ainda zoam doencas, aqueles que tentam vocalizar sobre ou tem alguma doenca sao rebaixadas e as vezes consideradas escoria da sociedade. porque e mais facil trancar elas em um lugar do que aprender a conviver com. ",
2019-10-02,"  ligue 188, centro de valorizacao da vida",
2019-10-02,o weintraub ta aprontando alguma? sera que eu deveria saber?,
2019-10-02,hoje eu fui no medico (psquiatra) sim eu vou . e vi uma menina da minha escola la e fiquei com vergonha como se eu tivesse fazendo algo errado e nao eu so tava consultando em um medico. doencas psicologicas devem ser tratadas iguais as fisicas.,
2019-10-03,foda se mermao,
2019-10-03,e frescura' eles disseram. 'luto eterno' eles postaram.  ainda sobre o,
2019-10-03,"so to vendo nosso bichinho hj na chamada da , pq na novela, nada de nana !  ",
2019-10-03,"nao adianta voce fazer campanha de  na sua empresa, se no dia a dia voce assedia moralmente os seus funcionarios e fode com o psicologico deles.",
2019-10-03,mano menos pfv  msm sendo outubro,
2019-10-03,termina o setembro amarelo e com ele tambem vai a empatia das pessoas,
2019-10-03,20 pessoas se suicidaram esse ano  na minha cidade :(  cvv - centro de valorizacao da vida. numero 188,
2019-10-03,"falae! setembro acabo, gracas a deus! pq esse mes me dxa mais depressiva q qualquer outra coisa na vidaaaa, uhuuul. epoca q mais me acontece bosta e q as pessoas acham q me salvam no ""tu n ta sozinho""(q se tu pensar bem se n e mais triste e creepy msm)  enfim ",
2019-10-03,"idoso condenado a uma velhice longa na miseria p poupar elite de func publico e ricos sem pagar imposto, obra de parlamentares canalhas e bolsonaro            ",
2019-10-04,"ouu tudo essas frases motivacionais, sao so da boca pra fora??  realmente e apenas frases que voces colocam nas redes com a hastg  para ganhar likes? acordem, ela e um ser humano e tem sentimentos, como qualquer outra pessoa.   jade picon",
2019-10-04,ainda bem que existe o cvv - centro de valorizacao da vida,
2019-10-04," o chat da cvv, centro de valorizacao a vida quando chega sua vez aparece uma pessoa pra conversar com vc, e muito bom na vdd e uma otima forma de desabafar",
2019-10-04,mas eu te abracei e o percentual passou para 4% ..   atrasado,
2019-10-04,minha irma me pedindo dos contatinhos e o unico contatinho que eu tenho salvo e o 188 centro de valorizacao da vida hushudagu,
2019-10-05,so quero dizer q to aqui.,
2019-10-05,ainda vale para os outros meses tbm?!,
2019-10-05,"o homem e dono do que cala e escravo do que fala. quando paulo me fala de pedro, sei mais de paulo que de pedro!  aprendendo isso!!!   ",
2019-10-05," acabou, mas ainda existem pessoas com depressao, vamos pensar nos nossos atos e ver se ta valendo a pena postar  e chegar no colegio e fazer bullying com a moca que nao tem corpao ou com o moco que prefere estudar a pegar mocas na porta da escola.",
2019-10-05,"o cara chamou a garota de gorda e hj a mesma esta deprimida. falta de consciencia do rapaz, pois o que ta por fora muda e o principal que esta dentro da pessoa nunca envelhece.  ",
2019-10-05,amigo(s). no sentido literal da palavra. 188 - centro de valorizacao da vida.,
2019-10-06,"aaaaah que tarde maravilhosa, fazer o bem ao proximo te faz bem tambem, evangelismo lindo feito com sucesso   ",
2019-10-06,"desculpa gente, e q eu precisava muito desabafar em algum lugar.          ",
